fecha,primera dosis,segunda dosis,única dosis,vacunación iniciada,vacunación completada,inmunización,3ª dosis,4ª dosis
2021-07-02,63.300468641624306,53.44508077221667,2.245796563464146,65.54626520508845,55.69087733568082,48.63443163437935,0.0,0.0
2021-07-03,63.379514850905025,53.54172499003093,2.2632421202922215,65.64275697119724,55.80496711032315,48.73692999768324,0.0,0.0
2021-07-04,63.389713870000264,53.55246267181879,2.265284973145378,65.65499884314565,55.817747644964165,48.747921765646865,0.0,0.0
2021-07-05,63.63256435507364,54.046045395137796,2.318221287004412,65.95078564207806,56.36426668214221,48.8111434879009,0.0,0.0
2021-07-06,63.85470681682211,54.448456916868544,2.3568169771032275,66.21152379392534,56.80527389397177,49.87534786303109,0.0,0.0
2021-07-07,64.22991079085186,54.87356341581869,2.381214331700254,66.61112512255211,57.254777747518936,50.77107785845804,0.0,0.0
2021-07-08,64.52506237434486,55.355387030923254,2.4008907651515523,66.92595313949641,57.756277796074805,51.8124093960458,0.0,0.0
2021-07-09,64.78221282939033,55.78763335141241,2.4207958761610406,67.20300870555137,58.208429227573454,52.69267062509214,0.0,0.0
2021-07-10,64.88392860727288,55.89884687054508,2.428794508974146,67.31272311624701,58.32764137951922,52.90543222523134,0.0,0.0
2021-07-11,64.89613998888018,55.9117951020621,2.42966856541878,67.32580855429896,58.34146366748088,52.92900634061888,0.0,0.0
2021-07-12,65.14626242030397,56.55534456804156,2.4504528145964173,67.59671523490039,59.00579738263798,52.95123888099838,0.0,0.0
2021-07-13,65.55399958827876,57.06930500265698,2.46486458248585,68.01886417076462,59.53416958514283,54.0165459901314,0.0,0.0
2021-07-14,65.83215280661302,57.60560469384572,2.4787224425121135,68.31087524912515,60.084327136357835,54.814595096146974,0.0,0.0
2021-07-15,66.19587716722168,58.066079988462455,2.5057216395489808,68.70159880677066,60.571801628011436,55.30242022672313,0.0,0.0
2021-07-16,66.20669615658579,58.0793331233904,2.506224730176997,68.71292088676279,60.585557853567394,55.69087733568082,0.0,0.0
2021-07-17,66.25735077658645,58.147809347759264,2.5086080585056796,68.76595883509212,60.65641740626494,55.80496711032315,0.0,0.0
2021-07-18,66.26208694290273,58.153932824595216,2.5091263943042414,68.77121333720696,60.663059218899456,55.817747644964165,0.0,0.0
2021-07-19,66.5044394190716,58.52566598146401,2.5225218174906114,69.0269612365622,61.048187798954615,56.36426668214221,0.0,0.0
2021-07-20,66.7089076464338,58.99604047348857,2.5313436895131978,69.240251335947,61.52738416300177,56.80527389397177,0.0,0.0
2021-07-21,66.87853049565149,59.35242682534111,2.5384733476051844,69.41700384325668,61.890900172946296,57.254777747518936,0.0,0.0
2021-07-22,67.06078142780474,59.56079273463956,2.546573614888596,69.60735504269334,62.10736634952816,57.756277796074805,0.0,0.0
2021-07-23,67.35650724605497,59.84910431828094,2.5528241348124334,69.9093313808674,62.40192845309338,58.208429227573454,0.0,0.0
2021-07-24,67.47361048274188,59.900836263666854,2.5600808359923026,70.03369131873418,62.460917099659156,58.32764137951922,0.0,0.0
2021-07-25,67.48408899663046,59.905216709337054,2.560294268379946,70.04438326501041,62.465510977716995,58.34146366748088,0.0,0.0
2021-07-26,67.56286587456488,60.11050817590874,2.5651269874430103,70.12799286200789,62.67563516335175,59.00579738263798,0.0,0.0
2021-07-27,67.61008016774566,60.31913325310647,2.5690856500614405,70.1791658178071,62.88821890316791,59.53416958514283,0.0,0.0
2021-07-28,67.64739526351862,60.45944472108783,2.571804372142134,70.21919963566076,63.03124909322996,60.084327136357835,0.0,0.0
2021-07-29,67.69141823433179,60.87236524704824,2.57423851770597,70.26565675203776,63.446603764754215,60.571801628011436,0.0,0.0
2021-07-30,67.73473484557633,61.21887781011053,2.5756410733961967,70.31037591897253,63.794518883506726,60.585557853567394,0.0,0.0
2021-07-31,67.74014688112014,61.27043697689691,2.5757020540783806,70.31584893519852,63.84613903097529,60.65641740626494,0.0,0.0
2021-08-01,67.74031965971966,61.27264752662607,2.575707135801896,70.31602679552155,63.848354662427965,60.663059218899456,0.0,0.0
2021-08-02,68.24633227875714,61.39325715253855,2.5807939410407257,70.82712621979786,63.97405109357928,61.048187798954615,0.0,0.0
2021-08-03,68.81971838816064,61.52236342016864,2.58513881464632,71.40485720280697,64.10750223481496,61.52738416300177,0.0,0.0
2021-08-04,68.84408017069306,61.826021808826276,2.5862771207137505,71.4303572914068,64.41229892954003,61.890900172946296,0.0,0.0
2021-08-05,68.86069232486463,62.04399725729218,2.5872019943935376,71.44789431925817,64.63119925168573,62.10736634952816,0.0,0.0
2021-08-06,68.87588667817542,62.204412023500126,2.58812178634981,71.46400846452522,64.79253380984993,62.40192845309338,0.0,0.0
2021-08-07,68.87711645526612,62.20905163706961,2.5882030939260545,71.46531954919217,64.79725473099566,62.460917099659156,0.0,0.0
2021-08-08,68.87740103178298,62.20917359843398,2.5882030939260545,71.46560412570904,64.79737669236003,62.465510977716995,0.0,0.0
2021-08-09,69.26825163251638,62.317160223134415,2.589321073099424,71.85757270561581,64.90648129623384,62.67563516335175,0.0,0.0
2021-08-10,69.61399685532785,62.41616744238329,2.5906067491487987,72.20460360447666,65.00677419153209,62.88821890316791,0.00019818721709727582,0.0
2021-08-11,69.62838321459971,63.015236582433204,2.591165738735483,72.21954895333519,65.60640232116869,63.03124909322996,0.3569809135038316,0.0
2021-08-12,69.64024903900797,63.41858822301428,2.5917298100456834,72.23197884905365,66.01031803305996,63.446603764754215,0.8144275009054361,0.0
2021-08-13,69.65090541321959,63.66819740036303,2.5922227372266686,72.24312815044625,66.26042013758969,63.794518883506726,1.3076799121959484,0.0
2021-08-14,69.6523384592509,63.673319777666464,2.592288799632368,72.24462725888327,66.26560857729883,63.84613903097529,1.3253084110705753,0.0
2021-08-15,69.65347676531833,63.67434120409305,2.592288799632368,72.2457655649507,66.26663000372541,63.848354662427965,1.3257606844634384,0.0
2021-08-16,69.84947884130402,63.78624583762379,2.5944282052323153,72.44390704653634,66.3806740428561,63.97405109357928,2.130563401030868,0.0
2021-08-17,70.02375654926175,63.90708922281797,2.610100240553546,72.6338567898153,66.51718946337152,64.10750223481496,3.037122549268961,0.0
2021-08-18,70.03358460254036,64.29879863482547,2.6167318897410317,72.65031649228139,66.9155305245665,64.41229892954003,3.597113235486102,0.0
2021-08-19,70.04157307190644,64.59996189723708,2.62429349433182,72.66586656623826,67.2242553915689,64.63119925168573,4.143962584692639,0.0
2021-08-20,70.04823521143501,64.8774697366849,2.63381664419952,72.68205185563454,67.51128638088443,64.79253380984993,4.613584981636938,0.0
2021-08-21,70.04913975822075,64.88671339175926,2.639767342435954,72.68890710065669,67.52648073419522,64.79725473099566,4.630324178896385,0.0
2021-08-22,70.0495259692079,64.88770940956826,2.6429129292919336,72.69243889849984,67.5306223388602,64.79737669236003,4.632463584496333,0.0
2021-08-23,70.1769451046309,65.01382762377135,2.6680318886281342,72.84497699325904,67.68185951239948,64.90648129623384,4.959548718559567,0.0
2021-08-24,70.28978477528847,65.10509029638288,2.692327608754854,72.98211238404333,67.79741790513773,65.00677419153209,5.335179557364604,0.0
2021-08-25,70.36276340669191,65.17506054746525,2.7105252606631964,73.0732886673551,67.88558580812845,65.60640232116869,5.750767988170561,0.0
2021-08-26,70.37077220295204,65.58008915680638,2.718056374912893,73.08882857786493,68.29814553171929,66.01031803305996,6.267467471760735,0.0
2021-08-27,70.3779577600027,65.84758600092904,2.725501099862829,73.10345885986553,68.57308710079187,66.26042013758969,6.664350078306819,0.0
2021-08-28,70.37909606607013,65.85336900228947,2.730857236447971,73.10995330251811,68.58422623873744,66.26560857729883,6.673715694745543,0.0
2021-08-29,70.37949244050432,65.85422273184004,2.7328695989600353,73.11236203946436,68.58709233080008,66.26663000372541,6.674828592195397,0.0
2021-08-30,70.47066364209259,66.24668932065131,2.7532625554269936,73.22392619751957,68.99995187607831,66.3806740428561,7.15614911667195,0.0
2021-08-31,70.56038147075547,66.70560960787236,2.7750987213723013,73.33548019212778,69.48070832924466,66.51718946337152,7.61884004274136,0.0
2021-09-01,70.56762800848831,66.8745159340744,2.782070846035313,73.34969885452362,69.6565867801097,66.9155305245665,8.234724605903448,0.0
2021-09-02,70.57402081667057,66.99412954217787,2.7878284387781647,73.36184925544873,69.78195798095604,67.2242553915689,8.817608456557082,0.0
2021-09-03,70.5788738626277,67.07945676172352,2.7945617224359567,73.37343558506366,69.87401848415948,67.51128638088443,9.239686248292097,0.0
2021-09-04,70.579803818031,67.08190107073439,2.7963809794544394,73.37618479748544,69.87828205018883,67.52648073419522,9.248096500709941,0.0
2021-09-05,70.57989528905428,67.08207893105742,2.7970111131703383,73.37690640222462,69.87909004422777,67.5306223388602,9.248680898914204,0.0
2021-09-06,70.65499808088711,67.38303892452842,2.8090903699662415,73.46408845085335,70.19212929449466,67.68185951239948,9.647514887290168,0.0
2021-09-07,70.73233174934317,67.69375074542532,2.819767071071918,73.5520988204151,70.51351781649724,67.79741790513773,10.178666792557896,0.0
2021-09-08,70.73830785619718,67.7709929428581,2.823542791643797,73.56185064784098,70.5945357345019,67.88558580812845,10.858037327596813,0.0
2021-09-09,70.74390283378754,67.8269376370382,2.8268306667582053,73.57073350054576,70.65376830379641,68.29814553171929,11.492363465395979,0.0
2021-09-10,70.74855261080405,67.87248512490596,2.8297729846735726,73.57832559547764,70.70225810957955,68.57308710079187,12.125830791921056,0.0
2021-09-11,70.74944699414276,67.87458895844131,2.830799492823666,73.58024648696642,70.70538845126498,68.58422623873744,12.138840004120262,0.0
2021-09-12,70.74953846516603,67.8747515735938,2.83093669935858,73.58047516452461,70.70568827295237,68.58709233080008,12.140054536040422,0.0
2021-09-13,71.08170024102107,68.0715209898303,2.8368467438068907,73.91854698482796,70.90836773363719,68.99995187607831,12.584187007831902,0.0
2021-09-14,71.34526891286637,68.2682243436611,2.8434529843768,74.18872189724318,71.1116773280379,69.48070832924466,13.029244353303168,0.0
2021-09-15,71.62502287410797,68.3459035693162,2.8486871595975742,74.47371003370554,71.19459072891378,69.6565867801097,13.382434301064576,0.0
2021-09-16,71.76245808657966,68.38614065611047,2.8516243957894263,74.61408248236908,71.2377650518999,69.78195798095604,13.54056737341414,0.0
2021-09-17,71.76285446101386,68.38639474228624,2.8516447226834876,74.61449918369735,71.23803946496972,69.87401848415948,13.540836704760451,0.0
2021-09-18,71.76287986963143,68.38642015090382,2.8516955399186408,74.61457540955007,71.23811569082245,69.87828205018883,13.540836704760451,0.0
2021-09-19,71.76287986963143,68.38643031435085,2.8517107850891867,74.61459065472062,71.23814109944003,69.87909004422777,13.540836704760451,0.0
2021-09-20,72.0973080941743,68.50044386314045,2.856558749322797,74.9538668434971,71.35700261246325,70.19212929449466,13.82729854104226,0.0
2021-09-21,72.41022538307683,68.62011337020259,2.861239016680402,75.27146439975724,71.48135238688299,70.51351781649724,14.196699186817522,0.0
2021-09-22,72.78531247746574,68.70824061940517,2.864587872476994,75.64990034994273,71.57282849188218,70.5945357345019,14.577503220161148,0.0
2021-09-23,73.04654863821752,68.76282341168317,2.8675149452218154,75.91406358343933,71.63033835690499,70.65376830379641,14.989915573770034,0.0
2021-09-24,73.41096919494777,68.80969214766492,2.870106624214626,76.2810758191624,71.67979877187955,70.70225810957955,15.333689087857563,0.0
2021-09-25,73.41494310273674,68.81106421301406,2.8707774117186475,76.28572051445539,71.68184162473271,70.70538845126498,15.341535268965208,0.0
2021-09-26,73.41596452916332,68.8111810926549,2.8709755989357446,76.28694012809908,71.68215669159066,70.70568827295237,15.342333099557113,0.0
